departamento,anio,franja_horaria,siniestros
LA LIBERTAD,2021,02:01 A 04:00,96
LA LIBERTAD,2021,04:01 A 06:00,139
LA LIBERTAD,2021,06:01 A 08:00,236
LA LIBERTAD,2021,08:01 A 10:00,355
LA LIBERTAD,2021,10:01 A 12:00,353
LA LIBERTAD,2021,12:01 A 14:00,344
LA LIBERTAD,2021,14:01 A 16:00,369
LA LIBERTAD,2021,16:01 A 18:00,374
LA LIBERTAD,2021,18:01 A 20:00,463
LA LIBERTAD,2021,20:01 A 22:00,300
LA LIBERTAD,2021,22:01 A 24:00,211
LA LIBERTAD,2022,00:01 A 02:00,120
LA LIBERTAD,2022,02:01 A 04:00,122
LA LIBERTAD,2022,04:01 A 06:00,153
LA LIBERTAD,2022,06:01 A 08:00,394
LA LIBERTAD,2022,08:01 A 10:00,485
LA LIBERTAD,2022,10:01 A 12:00,480
LA LIBERTAD,2022,12:01 A 14:00,453
LA LIBERTAD,2022,14:01 A 16:00,484
LA LIBERTAD,2022,16:01 A 18:00,504
LA LIBERTAD,2022,18:01 A 20:00,552
LA LIBERTAD,2022,20:01 A 22:00,454
LA LIBERTAD,2022,22:01 A 24:00,249
LA LIBERTAD,2023,00:01 A 02:00,159
LA LIBERTAD,2023,02:01 A 04:00,202
LA LIBERTAD,2023,04:01 A 06:00,234
LA LIBERTAD,2023,06:01 A 08:00,454
LA LIBERTAD,2023,08:01 A 10:00,390
LA LIBERTAD,2023,10:01 A 12:00,387
LA LIBERTAD,2023,12:01 A 14:00,359
LA LIBERTAD,2023,14:01 A 16:00,330
LA LIBERTAD,2023,16:01 A 18:00,449
LA LIBERTAD,2023,18:01 A 20:00,472
LA LIBERTAD,2023,20:01 A 22:00,457
LA LIBERTAD,2023,22:01 A 24:00,257
LA LIBERTAD,2024,00:01 A 02:00,160
LA LIBERTAD,2024,02:01 A 04:00,151
LA LIBERTAD,2024,04:01 A 06:00,280
LA LIBERTAD,2024,06:01 A 08:00,385
LA LIBERTAD,2024,08:01 A 10:00,381
LA LIBERTAD,2024,10:01 A 12:00,368
LA LIBERTAD,2024,12:01 A 14:00,399
LA LIBERTAD,2024,14:01 A 16:00,404
LA LIBERTAD,2024,16:01 A 18:00,424
LA LIBERTAD,2024,18:01 A 20:00,475
LA LIBERTAD,2024,20:01 A 22:00,380
LA LIBERTAD,2024,22:01 A 24:00,284
LAMBAYEQUE,2008,08:00 A 14:00,318
LAMBAYEQUE,2008,14:00 A 20:00,297
LAMBAYEQUE,2008,20:00 A 02:00,175
LAMBAYEQUE,2008,02:00 A 08:00,119
LAMBAYEQUE,2009,08:00 A 14:00,209
LAMBAYEQUE,2009,14:00 A 20:00,175
LAMBAYEQUE,2009,20:00 A 02:00,110
LAMBAYEQUE,2009,02:00 A 08:00,103
LAMBAYEQUE,2010,08:00 A 14:00,544
LAMBAYEQUE,2010,14:00 A 20:00,497
LAMBAYEQUE,2010,20:00 A 02:00,297
LAMBAYEQUE,2010,02:00 A 08:00,175
LAMBAYEQUE,2011,08:00 A 14:00,700
LAMBAYEQUE,2011,14:00 A 20:00,695
LAMBAYEQUE,2011,20:00 A 02:00,465
LAMBAYEQUE,2011,02:00 A 08:00,281
LAMBAYEQUE,2012,08:00 A 14:00,884
LAMBAYEQUE,2012,14:00 A 20:00,1003
LAMBAYEQUE,2012,20:00 A 02:00,692
LAMBAYEQUE,2012,02:00 A 08:00,348
LAMBAYEQUE,2013,08:00 A 14:00,919
LAMBAYEQUE,2013,14:00 A 20:00,1142
LAMBAYEQUE,2013,20:00 A 02:00,778
LAMBAYEQUE,2013,02:00 A 08:00,336
LAMBAYEQUE,2014,08:00 A 14:00,941
LAMBAYEQUE,2014,14:00 A 20:00,1220
LAMBAYEQUE,2014,20:00 A 02:00,747
LAMBAYEQUE,2014,02:00 A 08:00,434
LAMBAYEQUE,2015,00:01 A 02:00,141
LAMBAYEQUE,2015,02:01 A 04:00,174
LAMBAYEQUE,2015,04:01 A 06:00,119
LAMBAYEQUE,2015,06:01 A 08:00,195
LAMBAYEQUE,2015,08:01 A 10:00,188
LAMBAYEQUE,2015,10:01 A 12:00,185
LAMBAYEQUE,2015,12:01 A 14:00,224
LAMBAYEQUE,2015,14:01 A 16:00,192
LAMBAYEQUE,2015,16:01 A 18:00,185
LAMBAYEQUE,2015,18:01 A 20:00,242
LAMBAYEQUE,2015,20:01 A 22:00,282
LAMBAYEQUE,2015,22:01 A 24:00,213
LAMBAYEQUE,2016,00:01 A 02:00,186
LAMBAYEQUE,2016,02:01 A 04:00,69
LAMBAYEQUE,2016,04:01 A 06:00,101
LAMBAYEQUE,2016,06:01 A 08:00,137
LAMBAYEQUE,2016,08:01 A 10:00,195
LAMBAYEQUE,2016,10:01 A 12:00,369
LAMBAYEQUE,2016,12:01 A 14:00,276
LAMBAYEQUE,2016,14:01 A 16:00,227
LAMBAYEQUE,2016,16:01 A 18:00,343
LAMBAYEQUE,2016,18:01 A 20:00,372
LAMBAYEQUE,2016,20:01 A 22:00,289
LAMBAYEQUE,2016,22:01 A 24:00,240
LAMBAYEQUE,2017,00:01 A 02:00,225
LAMBAYEQUE,2017,02:01 A 04:00,177
LAMBAYEQUE,2017,04:01 A 06:00,105
LAMBAYEQUE,2017,06:01 A 08:00,274
LAMBAYEQUE,2017,08:01 A 10:00,252
LAMBAYEQUE,2017,10:01 A 12:00,308
LAMBAYEQUE,2017,12:01 A 14:00,289
LAMBAYEQUE,2017,14:01 A 16:00,278
LAMBAYEQUE,2017,16:01 A 18:00,328
LAMBAYEQUE,2017,18:01 A 20:00,379
LAMBAYEQUE,2017,20:01 A 22:00,308
LAMBAYEQUE,2017,22:01 A 24:00,265
LAMBAYEQUE,2018,00:01 A 02:00,133
LAMBAYEQUE,2018,02:01 A 04:00,192
LAMBAYEQUE,2018,04:01 A 06:00,162
LAMBAYEQUE,2018,06:01 A 08:00,216
LAMBAYEQUE,2018,08:01 A 10:00,280
LAMBAYEQUE,2018,10:01 A 12:00,298
LAMBAYEQUE,2018,12:01 A 14:00,265
LAMBAYEQUE,2018,14:01 A 16:00,285
LAMBAYEQUE,2018,16:01 A 18:00,302
LAMBAYEQUE,2018,18:01 A 20:00,412
LAMBAYEQUE,2018,20:01 A 22:00,343
LAMBAYEQUE,2018,22:01 A 24:00,288
LAMBAYEQUE,2019,00:01 A 02:00,199
LAMBAYEQUE,2019,02:01 A 04:00,187
LAMBAYEQUE,2019,04:01 A 06:00,254
LAMBAYEQUE,2019,06:01 A 08:00,254
LAMBAYEQUE,2019,08:01 A 10:00,386
LAMBAYEQUE,2019,10:01 A 12:00,236
LAMBAYEQUE,2019,12:01 A 14:00,368
LAMBAYEQUE,2019,14:01 A 16:00,288
LAMBAYEQUE,2019,16:01 A 18:00,328
LAMBAYEQUE,2019,18:01 A 20:00,502
LAMBAYEQUE,2019,20:01 A 22:00,451
LAMBAYEQUE,2019,22:01 A 24:00,377
LAMBAYEQUE,2020,00:01 A 02:00,64
LAMBAYEQUE,2020,02:01 A 04:00,75
LAMBAYEQUE,2020,04:01 A 06:00,80
LAMBAYEQUE,2020,06:01 A 08:00,165
LAMBAYEQUE,2020,08:01 A 10:00,186
LAMBAYEQUE,2020,10:01 A 12:00,223
LAMBAYEQUE,2020,12:01 A 14:00,186
LAMBAYEQUE,2020,14:01 A 16:00,243
LAMBAYEQUE,2020,16:01 A 18:00,229
LAMBAYEQUE,2020,18:01 A 20:00,328
LAMBAYEQUE,2020,20:01 A 22:00,328
LAMBAYEQUE,2020,22:01 A 24:00,156
LAMBAYEQUE,2021,00:01 A 02:00,129
LAMBAYEQUE,2021,02:01 A 04:00,118
LAMBAYEQUE,2021,04:01 A 06:00,175
LAMBAYEQUE,2021,06:01 A 08:00,334
LAMBAYEQUE,2021,08:01 A 10:00,374
LAMBAYEQUE,2021,10:01 A 12:00,502
LAMBAYEQUE,2021,12:01 A 14:00,423
LAMBAYEQUE,2021,14:01 A 16:00,481
LAMBAYEQUE,2021,16:01 A 18:00,535
LAMBAYEQUE,2021,18:01 A 20:00,589
LAMBAYEQUE,2021,20:01 A 22:00,416
LAMBAYEQUE,2021,22:01 A 24:00,291
LAMBAYEQUE,2022,00:01 A 02:00,86
LAMBAYEQUE,2022,02:01 A 04:00,136
LAMBAYEQUE,2022,04:01 A 06:00,226
LAMBAYEQUE,2022,06:01 A 08:00,289
LAMBAYEQUE,2022,08:01 A 10:00,255
LAMBAYEQUE,2022,10:01 A 12:00,257
LAMBAYEQUE,2022,12:01 A 14:00,339
LAMBAYEQUE,2022,14:01 A 16:00,263
LAMBAYEQUE,2022,16:01 A 18:00,363
LAMBAYEQUE,2022,18:01 A 20:00,418
LAMBAYEQUE,2022,20:01 A 22:00,328
LAMBAYEQUE,2022,22:01 A 24:00,177
LAMBAYEQUE,2023,00:01 A 02:00,120
LAMBAYEQUE,2023,02:01 A 04:00,134
LAMBAYEQUE,2023,04:01 A 06:00,210
LAMBAYEQUE,2023,06:01 A 08:00,258
LAMBAYEQUE,2023,08:01 A 10:00,281
LAMBAYEQUE,2023,10:01 A 12:00,264
LAMBAYEQUE,2023,12:01 A 14:00,270
LAMBAYEQUE,2023,14:01 A 16:00,242
LAMBAYEQUE,2023,16:01 A 18:00,322
LAMBAYEQUE,2023,18:01 A 20:00,300
LAMBAYEQUE,2023,20:01 A 22:00,340
LAMBAYEQUE,2023,22:01 A 24:00,227
LAMBAYEQUE,2024,00:01 A 02:00,138
LAMBAYEQUE,2024,02:01 A 04:00,210
LAMBAYEQUE,2024,04:01 A 06:00,266
LAMBAYEQUE,2024,06:01 A 08:00,314
LAMBAYEQUE,2024,08:01 A 10:00,289
LAMBAYEQUE,2024,10:01 A 12:00,260
LAMBAYEQUE,2024,12:01 A 14:00,327
LAMBAYEQUE,2024,14:01 A 16:00,255
LAMBAYEQUE,2024,16:01 A 18:00,341
LAMBAYEQUE,2024,18:01 A 20:00,344
LAMBAYEQUE,2024,20:01 A 22:00,446
LAMBAYEQUE,2024,22:01 A 24:00,334
LIMA,2008,08:00 A 14:00,15992
LIMA,2008,14:00 A 20:00,15624
LIMA,2008,20:00 A 02:00,13553
LIMA,2008,02:00 A 08:00,7747
LIMA,2009,08:00 A 14:00,15651
LIMA,2009,14:00 A 20:00,15380
LIMA,2009,20:00 A 02:00,13607
LIMA,2009,02:00 A 08:00,8046
LIMA,2010,08:00 A 14:00,16161
LIMA,2010,14:00 A 20:00,14941
LIMA,2010,20:00 A 02:00,12319
LIMA,2010,02:00 A 08:00,7099
LIMA,2011,08:00 A 14:00,16352
LIMA,2011,14:00 A 20:00,14438
LIMA,2011,20:00 A 02:00,12246
LIMA,2011,02:00 A 08:00,6841
LIMA,2012,08:00 A 14:00,15426
LIMA,2012,14:00 A 20:00,15165
LIMA,2012,20:00 A 02:00,13728
LIMA,2012,02:00 A 08:00,8262
LIMA,2013,08:00 A 14:00,16285
LIMA,2013,14:00 A 20:00,16313
LIMA,2013,20:00 A 02:00,13720
LIMA,2013,02:00 A 08:00,8044
LIMA,2014,08:00 A 14:00,17635
LIMA,2014,14:00 A 20:00,16318
LIMA,2014,20:00 A 02:00,11396
LIMA,2014,02:00 A 08:00,8575
LIMA,2015,00:01 A 02:00,2118
LIMA,2015,02:01 A 04:00,2363
LIMA,2015,04:01 A 06:00,2603
LIMA,2015,06:01 A 08:00,4991
LIMA,2015,08:01 A 10:00,5645
LIMA,2015,10:01 A 12:00,4778
LIMA,2015,12:01 A 14:00,5192
LIMA,2015,14:01 A 16:00,4739
LIMA,2015,16:01 A 18:00,5680
LIMA,2015,18:01 A 20:00,6746
LIMA,2015,20:01 A 22:00,5173
LIMA,2015,22:01 A 24:00,3277
LIMA,2016,00:01 A 02:00,2136
LIMA,2016,02:01 A 04:00,2382
LIMA,2016,04:01 A 06:00,2627
LIMA,2016,06:01 A 08:00,4530
LIMA,2016,08:01 A 10:00,5568
LIMA,2016,10:01 A 12:00,4759
LIMA,2016,12:01 A 14:00,4211
LIMA,2016,14:01 A 16:00,4153
LIMA,2016,16:01 A 18:00,4805
LIMA,2016,18:01 A 20:00,5807
LIMA,2016,20:01 A 22:00,5075
LIMA,2016,22:01 A 24:00,3251
LIMA,2017,00:01 A 02:00,2425
LIMA,2017,02:01 A 04:00,2425
LIMA,2017,04:01 A 06:00,2702
LIMA,2017,06:01 A 08:00,4162
LIMA,2017,08:01 A 10:00,5088
LIMA,2017,10:01 A 12:00,4767
LIMA,2017,12:01 A 14:00,4222
LIMA,2017,14:01 A 16:00,4200
LIMA,2017,16:01 A 18:00,5180
LIMA,2017,18:01 A 20:00,5707
LIMA,2017,20:01 A 22:00,5172
LIMA,2017,22:01 A 24:00,3158
LIMA,2018,00:01 A 02:00,2315
LIMA,2018,02:01 A 04:00,1771
LIMA,2018,04:01 A 06:00,2261
LIMA,2018,06:01 A 08:00,4417
LIMA,2018,08:01 A 10:00,5147
LIMA,2018,10:01 A 12:00,4503
LIMA,2018,12:01 A 14:00,4446
LIMA,2018,14:01 A 16:00,4689
LIMA,2018,16:01 A 18:00,5281
LIMA,2018,18:01 A 20:00,5618
LIMA,2018,20:01 A 22:00,5374
LIMA,2018,22:01 A 24:00,3514
LIMA,2019,00:01 A 02:00,2283
LIMA,2019,02:01 A 04:00,1712
LIMA,2019,04:01 A 06:00,2148
LIMA,2019,06:01 A 08:00,4178
LIMA,2019,08:01 A 10:00,5379
LIMA,2019,10:01 A 12:00,4497
LIMA,2019,12:01 A 14:00,4407
LIMA,2019,14:01 A 16:00,4607
LIMA,2019,16:01 A 18:00,5242
LIMA,2019,18:01 A 20:00,5888
LIMA,2019,20:01 A 22:00,5489
LIMA,2019,22:01 A 24:00,4002
LIMA,2020,00:01 A 02:00,930
LIMA,2020,02:01 A 04:00,691
LIMA,2020,04:01 A 06:00,1064
LIMA,2020,06:01 A 08:00,2341
LIMA,2020,08:01 A 10:00,3077
LIMA,2020,10:01 A 12:00,3116
LIMA,2020,12:01 A 14:00,2895
LIMA,2020,14:01 A 16:00,3148
LIMA,2020,16:01 A 18:00,3523
LIMA,2020,18:01 A 20:00,3495
LIMA,2020,20:01 A 22:00,2949
LIMA,2020,22:01 A 24:00,1956
LIMA,2021,00:01 A 02:00,64
LIMA,2021,02:01 A 04:00,88
LIMA,2021,04:01 A 06:00,152
LIMA,2021,06:01 A 08:00,215
LIMA,2021,08:01 A 10:00,190
LIMA,2021,10:01 A 12:00,243
LIMA,2021,12:01 A 14:00,222
LIMA,2021,14:01 A 16:00,242
LIMA,2021,16:01 A 18:00,283
LIMA,2021,18:01 A 20:00,382
LIMA,2021,20:01 A 22:00,296
LIMA,2021,22:01 A 24:00,165
LIMA,2022,00:01 A 02:00,1409
LIMA,2022,02:01 A 04:00,1189
LIMA,2022,04:01 A 06:00,1881
LIMA,2022,06:01 A 08:00,3384
LIMA,2022,08:01 A 10:00,4222
LIMA,2022,10:01 A 12:00,4029
LIMA,2022,12:01 A 14:00,4110
LIMA,2022,14:01 A 16:00,3978
LIMA,2022,16:01 A 18:00,4523
LIMA,2022,18:01 A 20:00,5314
LIMA,2022,20:01 A 22:00,4273
LIMA,2022,22:01 A 24:00,2799
LIMA,2023,00:01 A 02:00,1891
LIMA,2023,02:01 A 04:00,1575
LIMA,2023,04:01 A 06:00,2491
LIMA,2023,06:01 A 08:00,3883
LIMA,2023,08:01 A 10:00,4538
LIMA,2023,10:01 A 12:00,4167
LIMA,2023,12:01 A 14:00,4422
LIMA,2023,14:01 A 16:00,4308
LIMA,2023,16:01 A 18:00,4708
LIMA,2023,18:01 A 20:00,5609
LIMA,2023,20:01 A 22:00,4240
LIMA,2023,22:01 A 24:00,3163
LIMA,2024,00:01 A 02:00,2228
LIMA,2024,02:01 A 04:00,1556
LIMA,2024,04:01 A 06:00,2393
LIMA,2024,06:01 A 08:00,3764
LIMA,2024,08:01 A 10:00,4242
LIMA,2024,10:01 A 12:00,4381
LIMA,2024,12:01 A 14:00,4519
LIMA,2024,14:01 A 16:00,4274
LIMA,2024,16:01 A 18:00,4526
LIMA,2024,18:01 A 20:00,4784
LIMA,2024,20:01 A 22:00,4043
LIMA,2024,22:01 A 24:00,3076
LORETO,2008,08:00 A 14:00,308
LORETO,2008,14:00 A 20:00,346
LORETO,2008,20:00 A 02:00,280
LORETO,2008,02:00 A 08:00,158
LORETO,2009,08:00 A 14:00,317
LORETO,2009,14:00 A 20:00,287
LORETO,2009,20:00 A 02:00,285
LORETO,2009,02:00 A 08:00,192
LORETO,2010,08:00 A 14:00,214
LORETO,2010,14:00 A 20:00,355
LORETO,2010,20:00 A 02:00,306
LORETO,2010,02:00 A 08:00,202
LORETO,2011,08:00 A 14:00,175
LORETO,2011,14:00 A 20:00,230
LORETO,2011,20:00 A 02:00,220
LORETO,2011,02:00 A 08:00,195
LORETO,2012,08:00 A 14:00,93
LORETO,2012,14:00 A 20:00,115
LORETO,2012,20:00 A 02:00,156
LORETO,2012,02:00 A 08:00,105
LORETO,2013,08:00 A 14:00,40
LORETO,2013,14:00 A 20:00,79
LORETO,2013,20:00 A 02:00,103
LORETO,2013,02:00 A 08:00,43
LORETO,2014,08:00 A 14:00,59
LORETO,2014,14:00 A 20:00,179
LORETO,2014,20:00 A 02:00,126
LORETO,2014,02:00 A 08:00,46
LORETO,2015,00:01 A 02:00,25
LORETO,2015,02:01 A 04:00,34
LORETO,2015,04:01 A 06:00,15
LORETO,2015,06:01 A 08:00,26
LORETO,2015,08:01 A 10:00,35
LORETO,2015,10:01 A 12:00,33
LORETO,2015,12:01 A 14:00,39
LORETO,2015,14:01 A 16:00,39
LORETO,2015,16:01 A 18:00,37
LORETO,2015,18:01 A 20:00,32
LORETO,2015,20:01 A 22:00,30
LORETO,2015,22:01 A 24:00,49
LORETO,2016,00:01 A 02:00,16
LORETO,2016,02:01 A 04:00,33
LORETO,2016,04:01 A 06:00,31
LORETO,2016,06:01 A 08:00,25
LORETO,2016,08:01 A 10:00,44
LORETO,2016,10:01 A 12:00,43
LORETO,2016,12:01 A 14:00,42
LORETO,2016,14:01 A 16:00,28
LORETO,2016,16:01 A 18:00,34
LORETO,2016,18:01 A 20:00,21
LORETO,2016,20:01 A 22:00,28
LORETO,2016,22:01 A 24:00,14
LORETO,2017,00:01 A 02:00,35
LORETO,2017,02:01 A 04:00,17
LORETO,2017,04:01 A 06:00,42
LORETO,2017,06:01 A 08:00,63
LORETO,2017,08:01 A 10:00,28
LORETO,2017,10:01 A 12:00,33
LORETO,2017,12:01 A 14:00,49
LORETO,2017,14:01 A 16:00,25
LORETO,2017,16:01 A 18:00,56
LORETO,2017,18:01 A 20:00,45
LORETO,2017,20:01 A 22:00,23
LORETO,2017,22:01 A 24:00,26
LORETO,2018,00:01 A 02:00,20
LORETO,2018,02:01 A 04:00,17
LORETO,2018,04:01 A 06:00,8
LORETO,2018,06:01 A 08:00,57
LORETO,2018,08:01 A 10:00,25
LORETO,2018,10:01 A 12:00,22
LORETO,2018,12:01 A 14:00,32
LORETO,2018,14:01 A 16:00,22
LORETO,2018,16:01 A 18:00,23
LORETO,2018,18:01 A 20:00,29
LORETO,2018,20:01 A 22:00,10
LORETO,2018,22:01 A 24:00,14
LORETO,2019,00:01 A 02:00,2
LORETO,2019,02:01 A 04:00,5
LORETO,2019,04:01 A 06:00,25
LORETO,2019,06:01 A 08:00,37
LORETO,2019,08:01 A 10:00,34
LORETO,2019,10:01 A 12:00,33
LORETO,2019,12:01 A 14:00,29
LORETO,2019,14:01 A 16:00,33
LORETO,2019,16:01 A 18:00,28
LORETO,2019,18:01 A 20:00,42
LORETO,2019,20:01 A 22:00,38
LORETO,2019,22:01 A 24:00,29
LORETO,2020,00:01 A 02:00,11
LORETO,2020,02:01 A 04:00,8
LORETO,2020,04:01 A 06:00,9
LORETO,2020,06:01 A 08:00,14
LORETO,2020,08:01 A 10:00,20
LORETO,2020,10:01 A 12:00,27
LORETO,2020,12:01 A 14:00,17
LORETO,2020,14:01 A 16:00,25
LORETO,2020,16:01 A 18:00,20
LORETO,2020,18:01 A 20:00,26
LORETO,2020,20:01 A 22:00,20
LORETO,2020,22:01 A 24:00,14
LORETO,2021,00:01 A 02:00,16
LORETO,2021,02:01 A 04:00,7
LORETO,2021,04:01 A 06:00,6
LORETO,2021,06:01 A 08:00,7
LORETO,2021,08:01 A 10:00,16
LORETO,2021,10:01 A 12:00,19
LORETO,2021,12:01 A 14:00,13
LORETO,2021,14:01 A 16:00,21
LORETO,2021,16:01 A 18:00,15
LORETO,2021,18:01 A 20:00,18
LORETO,2021,20:01 A 22:00,16
LORETO,2021,22:01 A 24:00,20
LORETO,2022,00:01 A 02:00,5
LORETO,2022,02:01 A 04:00,9
LORETO,2022,04:01 A 06:00,5
LORETO,2022,06:01 A 08:00,13
LORETO,2022,08:01 A 10:00,14
LORETO,2022,10:01 A 12:00,21
LORETO,2022,12:01 A 14:00,14
LORETO,2022,14:01 A 16:00,22
LORETO,2022,16:01 A 18:00,8
LORETO,2022,18:01 A 20:00,25
LORETO,2022,20:01 A 22:00,17
LORETO,2022,22:01 A 24:00,13
LORETO,2023,00:01 A 02:00,11
LORETO,2023,02:01 A 04:00,16
LORETO,2023,04:01 A 06:00,10
LORETO,2023,06:01 A 08:00,8
LORETO,2023,08:01 A 10:00,26
LORETO,2023,10:01 A 12:00,32
LORETO,2023,12:01 A 14:00,21
LORETO,2023,14:01 A 16:00,25
LORETO,2023,16:01 A 18:00,19
LORETO,2023,18:01 A 20:00,27
LORETO,2023,20:01 A 22:00,23
LORETO,2023,22:01 A 24:00,14
LORETO,2024,00:01 A 02:00,8
LORETO,2024,02:01 A 04:00,16
LORETO,2024,04:01 A 06:00,11
LORETO,2024,06:01 A 08:00,17
LORETO,2024,08:01 A 10:00,32
LORETO,2024,10:01 A 12:00,36
LORETO,2024,12:01 A 14:00,33
LORETO,2024,14:01 A 16:00,32
LORETO,2024,16:01 A 18:00,33
LORETO,2024,18:01 A 20:00,55
LORETO,2024,20:01 A 22:00,19
LORETO,2024,22:01 A 24:00,15
MADRE DE DIOS,2008,08:00 A 14:00,21
MADRE DE DIOS,2008,14:00 A 20:00,26
MADRE DE DIOS,2008,20:00 A 02:00,24
MADRE DE DIOS,2008,02:00 A 08:00,5
MADRE DE DIOS,2009,08:00 A 14:00,34
MADRE DE DIOS,2009,14:00 A 20:00,37
MADRE DE DIOS,2009,20:00 A 02:00,38
MADRE DE DIOS,2009,02:00 A 08:00,3
MADRE DE DIOS,2010,08:00 A 14:00,6
MADRE DE DIOS,2010,14:00 A 20:00,16
MADRE DE DIOS,2010,20:00 A 02:00,29
MADRE DE DIOS,2010,02:00 A 08:00,8
MADRE DE DIOS,2011,08:00 A 14:00,11
MADRE DE DIOS,2011,14:00 A 20:00,27
MADRE DE DIOS,2011,20:00 A 02:00,29
MADRE DE DIOS,2011,02:00 A 08:00,13
MADRE DE DIOS,2012,08:00 A 14:00,13
MADRE DE DIOS,2012,14:00 A 20:00,33
MADRE DE DIOS,2012,20:00 A 02:00,89
MADRE DE DIOS,2012,02:00 A 08:00,13
MADRE DE DIOS,2013,08:00 A 14:00,83
MADRE DE DIOS,2013,14:00 A 20:00,130
MADRE DE DIOS,2013,20:00 A 02:00,173
MADRE DE DIOS,2013,02:00 A 08:00,93
MADRE DE DIOS,2014,08:00 A 14:00,81
MADRE DE DIOS,2014,14:00 A 20:00,147
MADRE DE DIOS,2014,20:00 A 02:00,188
MADRE DE DIOS,2014,02:00 A 08:00,94
MADRE DE DIOS,2015,00:01 A 02:00,26
MADRE DE DIOS,2015,02:01 A 04:00,33
MADRE DE DIOS,2015,04:01 A 06:00,51
MADRE DE DIOS,2015,06:01 A 08:00,23
MADRE DE DIOS,2015,08:01 A 10:00,34
MADRE DE DIOS,2015,10:01 A 12:00,26
MADRE DE DIOS,2015,12:01 A 14:00,37
MADRE DE DIOS,2015,14:01 A 16:00,40
MADRE DE DIOS,2015,16:01 A 18:00,58
MADRE DE DIOS,2015,18:01 A 20:00,57
MADRE DE DIOS,2015,20:01 A 22:00,55
MADRE DE DIOS,2015,22:01 A 24:00,48
MADRE DE DIOS,2016,00:01 A 02:00,30
MADRE DE DIOS,2016,02:01 A 04:00,53
MADRE DE DIOS,2016,04:01 A 06:00,51
MADRE DE DIOS,2016,06:01 A 08:00,54
MADRE DE DIOS,2016,08:01 A 10:00,58
MADRE DE DIOS,2016,10:01 A 12:00,57
MADRE DE DIOS,2016,12:01 A 14:00,64
MADRE DE DIOS,2016,14:01 A 16:00,48
MADRE DE DIOS,2016,16:01 A 18:00,63
MADRE DE DIOS,2016,18:01 A 20:00,40
MADRE DE DIOS,2016,20:01 A 22:00,64
MADRE DE DIOS,2016,22:01 A 24:00,26
MADRE DE DIOS,2017,00:01 A 02:00,46
MADRE DE DIOS,2017,02:01 A 04:00,93
MADRE DE DIOS,2017,04:01 A 06:00,60
MADRE DE DIOS,2017,06:01 A 08:00,56
MADRE DE DIOS,2017,08:01 A 10:00,48
MADRE DE DIOS,2017,10:01 A 12:00,73
MADRE DE DIOS,2017,12:01 A 14:00,37
MADRE DE DIOS,2017,14:01 A 16:00,46
MADRE DE DIOS,2017,16:01 A 18:00,39
MADRE DE DIOS,2017,18:01 A 20:00,54
MADRE DE DIOS,2017,20:01 A 22:00,47
MADRE DE DIOS,2017,22:01 A 24:00,58
MADRE DE DIOS,2018,00:01 A 02:00,23
MADRE DE DIOS,2018,02:01 A 04:00,30
MADRE DE DIOS,2018,04:01 A 06:00,43
MADRE DE DIOS,2018,06:01 A 08:00,33
MADRE DE DIOS,2018,08:01 A 10:00,40
MADRE DE DIOS,2018,10:01 A 12:00,15
MADRE DE DIOS,2018,12:01 A 14:00,39
MADRE DE DIOS,2018,14:01 A 16:00,21
MADRE DE DIOS,2018,16:01 A 18:00,55
MADRE DE DIOS,2018,18:01 A 20:00,53
MADRE DE DIOS,2018,20:01 A 22:00,42
MADRE DE DIOS,2018,22:01 A 24:00,40
MADRE DE DIOS,2019,00:01 A 02:00,10
MADRE DE DIOS,2019,02:01 A 04:00,21
MADRE DE DIOS,2019,04:01 A 06:00,38
MADRE DE DIOS,2019,06:01 A 08:00,47
MADRE DE DIOS,2019,08:01 A 10:00,32
MADRE DE DIOS,2019,10:01 A 12:00,16
MADRE DE DIOS,2019,12:01 A 14:00,78
MADRE DE DIOS,2019,14:01 A 16:00,37
MADRE DE DIOS,2019,16:01 A 18:00,70
MADRE DE DIOS,2019,18:01 A 20:00,79
MADRE DE DIOS,2019,20:01 A 22:00,59
MADRE DE DIOS,2019,22:01 A 24:00,24
MADRE DE DIOS,2020,00:01 A 02:00,1
MADRE DE DIOS,2020,02:01 A 04:00,26
MADRE DE DIOS,2020,04:01 A 06:00,19
MADRE DE DIOS,2020,06:01 A 08:00,35
MADRE DE DIOS,2020,08:01 A 10:00,56
MADRE DE DIOS,2020,10:01 A 12:00,12
MADRE DE DIOS,2020,12:01 A 14:00,42
MADRE DE DIOS,2020,14:01 A 16:00,64
MADRE DE DIOS,2020,16:01 A 18:00,61
MADRE DE DIOS,2020,18:01 A 20:00,52
MADRE DE DIOS,2020,20:01 A 22:00,37
MADRE DE DIOS,2020,22:01 A 24:00,14
MADRE DE DIOS,2021,00:01 A 02:00,8
MADRE DE DIOS,2021,02:01 A 04:00,16
MADRE DE DIOS,2021,04:01 A 06:00,18
MADRE DE DIOS,2021,06:01 A 08:00,20
MADRE DE DIOS,2021,08:01 A 10:00,48
MADRE DE DIOS,2021,10:01 A 12:00,52
MADRE DE DIOS,2021,12:01 A 14:00,47
MADRE DE DIOS,2021,14:01 A 16:00,69
MADRE DE DIOS,2021,16:01 A 18:00,71
MADRE DE DIOS,2021,18:01 A 20:00,109
MADRE DE DIOS,2021,20:01 A 22:00,122
