departamento,anio,franja_horaria,siniestros
AYACUCHO,2015,02:01 A 04:00,120
AYACUCHO,2015,04:01 A 06:00,57
AYACUCHO,2015,06:01 A 08:00,59
AYACUCHO,2015,08:01 A 10:00,264
AYACUCHO,2015,10:01 A 12:00,139
AYACUCHO,2015,12:01 A 14:00,33
AYACUCHO,2015,14:01 A 16:00,182
AYACUCHO,2015,16:01 A 18:00,108
AYACUCHO,2015,18:01 A 20:00,103
AYACUCHO,2015,20:01 A 22:00,145
AYACUCHO,2015,22:01 A 24:00,154
AYACUCHO,2016,00:01 A 02:00,18
AYACUCHO,2016,02:01 A 04:00,48
AYACUCHO,2016,04:01 A 06:00,50
AYACUCHO,2016,06:01 A 08:00,62
AYACUCHO,2016,08:01 A 10:00,163
AYACUCHO,2016,10:01 A 12:00,75
AYACUCHO,2016,12:01 A 14:00,96
AYACUCHO,2016,14:01 A 16:00,113
AYACUCHO,2016,16:01 A 18:00,117
AYACUCHO,2016,18:01 A 20:00,68
AYACUCHO,2016,20:01 A 22:00,109
AYACUCHO,2016,22:01 A 24:00,51
AYACUCHO,2017,00:01 A 02:00,37
AYACUCHO,2017,02:01 A 04:00,60
AYACUCHO,2017,04:01 A 06:00,42
AYACUCHO,2017,06:01 A 08:00,45
AYACUCHO,2017,08:01 A 10:00,86
AYACUCHO,2017,10:01 A 12:00,75
AYACUCHO,2017,12:01 A 14:00,62
AYACUCHO,2017,14:01 A 16:00,88
AYACUCHO,2017,16:01 A 18:00,92
AYACUCHO,2017,18:01 A 20:00,95
AYACUCHO,2017,20:01 A 22:00,77
AYACUCHO,2017,22:01 A 24:00,87
AYACUCHO,2018,00:01 A 02:00,53
AYACUCHO,2018,02:01 A 04:00,51
AYACUCHO,2018,04:01 A 06:00,77
AYACUCHO,2018,06:01 A 08:00,54
AYACUCHO,2018,08:01 A 10:00,53
AYACUCHO,2018,10:01 A 12:00,61
AYACUCHO,2018,12:01 A 14:00,41
AYACUCHO,2018,14:01 A 16:00,70
AYACUCHO,2018,16:01 A 18:00,61
AYACUCHO,2018,18:01 A 20:00,75
AYACUCHO,2018,20:01 A 22:00,53
AYACUCHO,2018,22:01 A 24:00,47
AYACUCHO,2019,00:01 A 02:00,40
AYACUCHO,2019,02:01 A 04:00,48
AYACUCHO,2019,04:01 A 06:00,56
AYACUCHO,2019,06:01 A 08:00,62
AYACUCHO,2019,08:01 A 10:00,69
AYACUCHO,2019,10:01 A 12:00,61
AYACUCHO,2019,12:01 A 14:00,60
AYACUCHO,2019,14:01 A 16:00,71
AYACUCHO,2019,16:01 A 18:00,67
AYACUCHO,2019,18:01 A 20:00,65
AYACUCHO,2019,20:01 A 22:00,43
AYACUCHO,2019,22:01 A 24:00,59
AYACUCHO,2020,00:01 A 02:00,27
AYACUCHO,2020,02:01 A 04:00,21
AYACUCHO,2020,04:01 A 06:00,25
AYACUCHO,2020,06:01 A 08:00,24
AYACUCHO,2020,08:01 A 10:00,26
AYACUCHO,2020,10:01 A 12:00,33
AYACUCHO,2020,12:01 A 14:00,43
AYACUCHO,2020,14:01 A 16:00,23
AYACUCHO,2020,16:01 A 18:00,62
AYACUCHO,2020,18:01 A 20:00,42
AYACUCHO,2020,20:01 A 22:00,42
AYACUCHO,2020,22:01 A 24:00,42
AYACUCHO,2021,00:01 A 02:00,22
AYACUCHO,2021,02:01 A 04:00,32
AYACUCHO,2021,04:01 A 06:00,26
AYACUCHO,2021,06:01 A 08:00,50
AYACUCHO,2021,08:01 A 10:00,41
AYACUCHO,2021,10:01 A 12:00,42
AYACUCHO,2021,12:01 A 14:00,41
AYACUCHO,2021,14:01 A 16:00,32
AYACUCHO,2021,16:01 A 18:00,41
AYACUCHO,2021,18:01 A 20:00,49
AYACUCHO,2021,20:01 A 22:00,54
AYACUCHO,2021,22:01 A 24:00,56
AYACUCHO,2022,00:01 A 02:00,15
AYACUCHO,2022,02:01 A 04:00,31
AYACUCHO,2022,04:01 A 06:00,32
AYACUCHO,2022,06:01 A 08:00,50
AYACUCHO,2022,08:01 A 10:00,37
AYACUCHO,2022,10:01 A 12:00,40
AYACUCHO,2022,12:01 A 14:00,39
AYACUCHO,2022,14:01 A 16:00,30
AYACUCHO,2022,16:01 A 18:00,42
AYACUCHO,2022,18:01 A 20:00,54
AYACUCHO,2022,20:01 A 22:00,41
AYACUCHO,2022,22:01 A 24:00,43
AYACUCHO,2023,00:01 A 02:00,3
AYACUCHO,2023,02:01 A 04:00,15
AYACUCHO,2023,04:01 A 06:00,29
AYACUCHO,2023,06:01 A 08:00,54
AYACUCHO,2023,08:01 A 10:00,36
AYACUCHO,2023,10:01 A 12:00,42
AYACUCHO,2023,12:01 A 14:00,35
AYACUCHO,2023,14:01 A 16:00,34
AYACUCHO,2023,16:01 A 18:00,41
AYACUCHO,2023,18:01 A 20:00,52
AYACUCHO,2023,20:01 A 22:00,39
AYACUCHO,2023,22:01 A 24:00,35
AYACUCHO,2024,00:01 A 02:00,8
AYACUCHO,2024,02:01 A 04:00,28
AYACUCHO,2024,04:01 A 06:00,36
AYACUCHO,2024,06:01 A 08:00,66
AYACUCHO,2024,08:01 A 10:00,51
AYACUCHO,2024,10:01 A 12:00,35
AYACUCHO,2024,12:01 A 14:00,68
AYACUCHO,2024,14:01 A 16:00,35
AYACUCHO,2024,16:01 A 18:00,55
AYACUCHO,2024,18:01 A 20:00,26
AYACUCHO,2024,20:01 A 22:00,103
AYACUCHO,2024,22:01 A 24:00,38
CAJAMARCA,2008,08:00 A 14:00,1123
CAJAMARCA,2008,14:00 A 20:00,919
CAJAMARCA,2008,20:00 A 02:00,956
CAJAMARCA,2008,02:00 A 08:00,592
CAJAMARCA,2009,08:00 A 14:00,1054
CAJAMARCA,2009,14:00 A 20:00,817
CAJAMARCA,2009,20:00 A 02:00,679
CAJAMARCA,2009,02:00 A 08:00,520
CAJAMARCA,2010,08:00 A 14:00,707
CAJAMARCA,2010,14:00 A 20:00,879
CAJAMARCA,2010,20:00 A 02:00,1072
CAJAMARCA,2010,02:00 A 08:00,524
CAJAMARCA,2011,08:00 A 14:00,687
CAJAMARCA,2011,14:00 A 20:00,854
CAJAMARCA,2011,20:00 A 02:00,886
CAJAMARCA,2011,02:00 A 08:00,518
CAJAMARCA,2012,08:00 A 14:00,685
CAJAMARCA,2012,14:00 A 20:00,911
CAJAMARCA,2012,20:00 A 02:00,1029
CAJAMARCA,2012,02:00 A 08:00,561
CAJAMARCA,2013,08:00 A 14:00,699
CAJAMARCA,2013,14:00 A 20:00,996
CAJAMARCA,2013,20:00 A 02:00,952
CAJAMARCA,2013,02:00 A 08:00,509
CAJAMARCA,2014,08:00 A 14:00,706
CAJAMARCA,2014,14:00 A 20:00,810
CAJAMARCA,2014,20:00 A 02:00,385
CAJAMARCA,2014,02:00 A 08:00,218
CAJAMARCA,2015,00:01 A 02:00,21
CAJAMARCA,2015,02:01 A 04:00,34
CAJAMARCA,2015,04:01 A 06:00,35
CAJAMARCA,2015,06:01 A 08:00,51
CAJAMARCA,2015,08:01 A 10:00,130
CAJAMARCA,2015,10:01 A 12:00,155
CAJAMARCA,2015,12:01 A 14:00,159
CAJAMARCA,2015,14:01 A 16:00,215
CAJAMARCA,2015,16:01 A 18:00,185
CAJAMARCA,2015,18:01 A 20:00,123
CAJAMARCA,2015,20:01 A 22:00,108
CAJAMARCA,2015,22:01 A 24:00,60
CAJAMARCA,2016,00:01 A 02:00,60
CAJAMARCA,2016,02:01 A 04:00,76
CAJAMARCA,2016,04:01 A 06:00,60
CAJAMARCA,2016,06:01 A 08:00,80
CAJAMARCA,2016,08:01 A 10:00,172
CAJAMARCA,2016,10:01 A 12:00,156
CAJAMARCA,2016,12:01 A 14:00,129
CAJAMARCA,2016,14:01 A 16:00,194
CAJAMARCA,2016,16:01 A 18:00,113
CAJAMARCA,2016,18:01 A 20:00,96
CAJAMARCA,2016,20:01 A 22:00,126
CAJAMARCA,2016,22:01 A 24:00,50
CAJAMARCA,2017,00:01 A 02:00,84
CAJAMARCA,2017,02:01 A 04:00,75
CAJAMARCA,2017,04:01 A 06:00,85
CAJAMARCA,2017,06:01 A 08:00,147
CAJAMARCA,2017,08:01 A 10:00,199
CAJAMARCA,2017,10:01 A 12:00,193
CAJAMARCA,2017,12:01 A 14:00,185
CAJAMARCA,2017,14:01 A 16:00,185
CAJAMARCA,2017,16:01 A 18:00,210
CAJAMARCA,2017,18:01 A 20:00,187
CAJAMARCA,2017,20:01 A 22:00,152
CAJAMARCA,2017,22:01 A 24:00,75
CAJAMARCA,2018,00:01 A 02:00,70
CAJAMARCA,2018,02:01 A 04:00,97
CAJAMARCA,2018,04:01 A 06:00,113
CAJAMARCA,2018,06:01 A 08:00,178
CAJAMARCA,2018,08:01 A 10:00,190
CAJAMARCA,2018,10:01 A 12:00,192
CAJAMARCA,2018,12:01 A 14:00,229
CAJAMARCA,2018,14:01 A 16:00,223
CAJAMARCA,2018,16:01 A 18:00,230
CAJAMARCA,2018,18:01 A 20:00,251
CAJAMARCA,2018,20:01 A 22:00,215
CAJAMARCA,2018,22:01 A 24:00,89
CAJAMARCA,2019,00:01 A 02:00,57
CAJAMARCA,2019,02:01 A 04:00,83
CAJAMARCA,2019,04:01 A 06:00,162
CAJAMARCA,2019,06:01 A 08:00,180
CAJAMARCA,2019,08:01 A 10:00,162
CAJAMARCA,2019,10:01 A 12:00,204
CAJAMARCA,2019,12:01 A 14:00,204
CAJAMARCA,2019,14:01 A 16:00,276
CAJAMARCA,2019,16:01 A 18:00,221
CAJAMARCA,2019,18:01 A 20:00,222
CAJAMARCA,2019,20:01 A 22:00,221
CAJAMARCA,2019,22:01 A 24:00,95
CAJAMARCA,2020,00:01 A 02:00,69
CAJAMARCA,2020,02:01 A 04:00,83
CAJAMARCA,2020,04:01 A 06:00,66
CAJAMARCA,2020,06:01 A 08:00,125
CAJAMARCA,2020,08:01 A 10:00,118
CAJAMARCA,2020,10:01 A 12:00,119
CAJAMARCA,2020,12:01 A 14:00,133
CAJAMARCA,2020,14:01 A 16:00,154
CAJAMARCA,2020,16:01 A 18:00,147
CAJAMARCA,2020,18:01 A 20:00,94
CAJAMARCA,2020,20:01 A 22:00,122
CAJAMARCA,2020,22:01 A 24:00,73
CAJAMARCA,2021,00:01 A 02:00,47
CAJAMARCA,2021,02:01 A 04:00,92
CAJAMARCA,2021,04:01 A 06:00,150
CAJAMARCA,2021,06:01 A 08:00,204
CAJAMARCA,2021,08:01 A 10:00,123
CAJAMARCA,2021,10:01 A 12:00,184
CAJAMARCA,2021,12:01 A 14:00,179
CAJAMARCA,2021,14:01 A 16:00,314
CAJAMARCA,2021,16:01 A 18:00,200
CAJAMARCA,2021,18:01 A 20:00,166
CAJAMARCA,2021,20:01 A 22:00,178
CAJAMARCA,2021,22:01 A 24:00,169
CAJAMARCA,2022,00:01 A 02:00,49
CAJAMARCA,2022,02:01 A 04:00,136
CAJAMARCA,2022,04:01 A 06:00,193
CAJAMARCA,2022,06:01 A 08:00,204
CAJAMARCA,2022,08:01 A 10:00,167
CAJAMARCA,2022,10:01 A 12:00,149
CAJAMARCA,2022,12:01 A 14:00,180
CAJAMARCA,2022,14:01 A 16:00,275
CAJAMARCA,2022,16:01 A 18:00,163
CAJAMARCA,2022,18:01 A 20:00,220
CAJAMARCA,2022,20:01 A 22:00,167
CAJAMARCA,2022,22:01 A 24:00,205
CAJAMARCA,2023,00:01 A 02:00,99
CAJAMARCA,2023,02:01 A 04:00,143
CAJAMARCA,2023,04:01 A 06:00,147
CAJAMARCA,2023,06:01 A 08:00,175
CAJAMARCA,2023,08:01 A 10:00,172
CAJAMARCA,2023,10:01 A 12:00,293
CAJAMARCA,2023,12:01 A 14:00,170
CAJAMARCA,2023,14:01 A 16:00,197
CAJAMARCA,2023,16:01 A 18:00,206
CAJAMARCA,2023,18:01 A 20:00,181
CAJAMARCA,2023,20:01 A 22:00,178
CAJAMARCA,2023,22:01 A 24:00,131
CAJAMARCA,2024,00:01 A 02:00,95
CAJAMARCA,2024,02:01 A 04:00,70
CAJAMARCA,2024,04:01 A 06:00,117
CAJAMARCA,2024,06:01 A 08:00,144
CAJAMARCA,2024,08:01 A 10:00,182
CAJAMARCA,2024,10:01 A 12:00,221
CAJAMARCA,2024,12:01 A 14:00,244
CAJAMARCA,2024,14:01 A 16:00,315
CAJAMARCA,2024,16:01 A 18:00,291
CAJAMARCA,2024,18:01 A 20:00,270
CAJAMARCA,2024,20:01 A 22:00,204
CAJAMARCA,2024,22:01 A 24:00,125
CALLAO,2008,08:00 A 14:00,1009
CALLAO,2008,14:00 A 20:00,945
CALLAO,2008,20:00 A 02:00,778
CALLAO,2008,02:00 A 08:00,380
CALLAO,2009,08:00 A 14:00,880
CALLAO,2009,14:00 A 20:00,998
CALLAO,2009,20:00 A 02:00,947
CALLAO,2009,02:00 A 08:00,474
CALLAO,2010,08:00 A 14:00,890
CALLAO,2010,14:00 A 20:00,959
CALLAO,2010,20:00 A 02:00,686
CALLAO,2010,02:00 A 08:00,336
CALLAO,2011,08:00 A 14:00,939
CALLAO,2011,14:00 A 20:00,923
CALLAO,2011,20:00 A 02:00,733
CALLAO,2011,02:00 A 08:00,336
CALLAO,2012,08:00 A 14:00,1170
CALLAO,2012,14:00 A 20:00,1147
CALLAO,2012,20:00 A 02:00,834
CALLAO,2012,02:00 A 08:00,403
CALLAO,2013,08:00 A 14:00,1259
CALLAO,2013,14:00 A 20:00,1021
CALLAO,2013,20:00 A 02:00,813
CALLAO,2013,02:00 A 08:00,450
CALLAO,2014,08:00 A 14:00,1183
CALLAO,2014,14:00 A 20:00,956
CALLAO,2014,20:00 A 02:00,706
CALLAO,2014,02:00 A 08:00,557
CALLAO,2015,00:01 A 02:00,167
CALLAO,2015,02:01 A 04:00,167
CALLAO,2015,04:01 A 06:00,180
CALLAO,2015,06:01 A 08:00,324
CALLAO,2015,08:01 A 10:00,483
CALLAO,2015,10:01 A 12:00,300
CALLAO,2015,12:01 A 14:00,313
CALLAO,2015,14:01 A 16:00,333
CALLAO,2015,16:01 A 18:00,343
CALLAO,2015,18:01 A 20:00,370
CALLAO,2015,20:01 A 22:00,366
CALLAO,2015,22:01 A 24:00,208
CALLAO,2016,00:01 A 02:00,164
CALLAO,2016,02:01 A 04:00,105
CALLAO,2016,04:01 A 06:00,122
CALLAO,2016,06:01 A 08:00,299
CALLAO,2016,08:01 A 10:00,466
CALLAO,2016,10:01 A 12:00,327
CALLAO,2016,12:01 A 14:00,335
CALLAO,2016,14:01 A 16:00,309
CALLAO,2016,16:01 A 18:00,350
CALLAO,2016,18:01 A 20:00,387
CALLAO,2016,20:01 A 22:00,359
CALLAO,2016,22:01 A 24:00,207
CALLAO,2017,00:01 A 02:00,127
CALLAO,2017,02:01 A 04:00,120
CALLAO,2017,04:01 A 06:00,153
CALLAO,2017,06:01 A 08:00,360
CALLAO,2017,08:01 A 10:00,475
CALLAO,2017,10:01 A 12:00,293
CALLAO,2017,12:01 A 14:00,276
CALLAO,2017,14:01 A 16:00,326
CALLAO,2017,16:01 A 18:00,371
CALLAO,2017,18:01 A 20:00,396
CALLAO,2017,20:01 A 22:00,319
CALLAO,2017,22:01 A 24:00,186
CALLAO,2018,00:01 A 02:00,142
CALLAO,2018,02:01 A 04:00,92
CALLAO,2018,04:01 A 06:00,190
CALLAO,2018,06:01 A 08:00,327
CALLAO,2018,08:01 A 10:00,267
CALLAO,2018,10:01 A 12:00,343
CALLAO,2018,12:01 A 14:00,286
CALLAO,2018,14:01 A 16:00,302
CALLAO,2018,16:01 A 18:00,393
CALLAO,2018,18:01 A 20:00,374
CALLAO,2018,20:01 A 22:00,398
CALLAO,2018,22:01 A 24:00,303
CALLAO,2019,00:01 A 02:00,127
CALLAO,2019,02:01 A 04:00,151
CALLAO,2019,04:01 A 06:00,186
CALLAO,2019,06:01 A 08:00,248
CALLAO,2019,08:01 A 10:00,284
CALLAO,2019,10:01 A 12:00,323
CALLAO,2019,12:01 A 14:00,308
CALLAO,2019,14:01 A 16:00,273
CALLAO,2019,16:01 A 18:00,263
CALLAO,2019,18:01 A 20:00,384
CALLAO,2019,20:01 A 22:00,372
CALLAO,2019,22:01 A 24:00,214
CALLAO,2020,00:01 A 02:00,81
CALLAO,2020,02:01 A 04:00,104
CALLAO,2020,04:01 A 06:00,116
CALLAO,2020,06:01 A 08:00,168
CALLAO,2020,08:01 A 10:00,201
CALLAO,2020,10:01 A 12:00,226
CALLAO,2020,12:01 A 14:00,217
CALLAO,2020,14:01 A 16:00,237
CALLAO,2020,16:01 A 18:00,190
CALLAO,2020,18:01 A 20:00,192
CALLAO,2020,20:01 A 22:00,151
CALLAO,2020,22:01 A 24:00,125
CALLAO,2021,00:01 A 02:00,1141
CALLAO,2021,02:01 A 04:00,803
CALLAO,2021,04:01 A 06:00,1457
CALLAO,2021,06:01 A 08:00,2911
CALLAO,2021,08:01 A 10:00,3944
CALLAO,2021,10:01 A 12:00,3617
CALLAO,2021,12:01 A 14:00,3950
CALLAO,2021,14:01 A 16:00,3799
CALLAO,2021,16:01 A 18:00,4166
CALLAO,2021,18:01 A 20:00,4397
CALLAO,2021,20:01 A 22:00,3614
CALLAO,2021,22:01 A 24:00,2049
CALLAO,2022,00:01 A 02:00,76
CALLAO,2022,02:01 A 04:00,96
CALLAO,2022,04:01 A 06:00,128
CALLAO,2022,06:01 A 08:00,205
CALLAO,2022,08:01 A 10:00,343
CALLAO,2022,10:01 A 12:00,224
CALLAO,2022,12:01 A 14:00,289
CALLAO,2022,14:01 A 16:00,305
CALLAO,2022,16:01 A 18:00,251
CALLAO,2022,18:01 A 20:00,372
CALLAO,2022,20:01 A 22:00,254
CALLAO,2022,22:01 A 24:00,180
CALLAO,2023,00:01 A 02:00,120
CALLAO,2023,02:01 A 04:00,113
CALLAO,2023,04:01 A 06:00,191
CALLAO,2023,06:01 A 08:00,308
CALLAO,2023,08:01 A 10:00,385
CALLAO,2023,10:01 A 12:00,267
CALLAO,2023,12:01 A 14:00,300
CALLAO,2023,14:01 A 16:00,322
CALLAO,2023,16:01 A 18:00,254
CALLAO,2023,18:01 A 20:00,319
CALLAO,2023,20:01 A 22:00,280
CALLAO,2023,22:01 A 24:00,186
CALLAO,2024,00:01 A 02:00,112
CALLAO,2024,02:01 A 04:00,149
CALLAO,2024,04:01 A 06:00,247
CALLAO,2024,06:01 A 08:00,385
CALLAO,2024,08:01 A 10:00,383
CALLAO,2024,10:01 A 12:00,277
CALLAO,2024,12:01 A 14:00,318
CALLAO,2024,14:01 A 16:00,322
CALLAO,2024,16:01 A 18:00,275
CALLAO,2024,18:01 A 20:00,358
CALLAO,2024,20:01 A 22:00,268
CALLAO,2024,22:01 A 24:00,138
CUSCO,2008,08:00 A 14:00,525
CUSCO,2008,14:00 A 20:00,587
CUSCO,2008,20:00 A 02:00,407
CUSCO,2008,02:00 A 08:00,255
CUSCO,2009,08:00 A 14:00,728
CUSCO,2009,14:00 A 20:00,875
CUSCO,2009,20:00 A 02:00,544
CUSCO,2009,02:00 A 08:00,367
CUSCO,2010,08:00 A 14:00,127
CUSCO,2010,14:00 A 20:00,139
CUSCO,2010,20:00 A 02:00,82
CUSCO,2010,02:00 A 08:00,58
CUSCO,2011,08:00 A 14:00,136
CUSCO,2011,14:00 A 20:00,147
CUSCO,2011,20:00 A 02:00,171
CUSCO,2011,02:00 A 08:00,95
CUSCO,2012,08:00 A 14:00,538
CUSCO,2012,14:00 A 20:00,640
CUSCO,2012,20:00 A 02:00,447
CUSCO,2012,02:00 A 08:00,332
CUSCO,2013,08:00 A 14:00,1151
CUSCO,2013,14:00 A 20:00,1249
CUSCO,2013,20:00 A 02:00,1027
CUSCO,2013,02:00 A 08:00,583
CUSCO,2014,08:00 A 14:00,1199
CUSCO,2014,14:00 A 20:00,1294
CUSCO,2014,20:00 A 02:00,942
CUSCO,2014,02:00 A 08:00,665
CUSCO,2015,00:01 A 02:00,283
CUSCO,2015,02:01 A 04:00,241
CUSCO,2015,04:01 A 06:00,290
CUSCO,2015,06:01 A 08:00,333
CUSCO,2015,08:01 A 10:00,461
CUSCO,2015,10:01 A 12:00,286
CUSCO,2015,12:01 A 14:00,454
CUSCO,2015,14:01 A 16:00,423
CUSCO,2015,16:01 A 18:00,470
CUSCO,2015,18:01 A 20:00,503
CUSCO,2015,20:01 A 22:00,552
CUSCO,2015,22:01 A 24:00,308
CUSCO,2016,00:01 A 02:00,135
CUSCO,2016,02:01 A 04:00,189
CUSCO,2016,04:01 A 06:00,199
CUSCO,2016,06:01 A 08:00,257
CUSCO,2016,08:01 A 10:00,340
CUSCO,2016,10:01 A 12:00,258
CUSCO,2016,12:01 A 14:00,296
CUSCO,2016,14:01 A 16:00,337
CUSCO,2016,16:01 A 18:00,337
CUSCO,2016,18:01 A 20:00,449
CUSCO,2016,20:01 A 22:00,358
CUSCO,2016,22:01 A 24:00,211
CUSCO,2017,00:01 A 02:00,143
CUSCO,2017,02:01 A 04:00,116
CUSCO,2017,04:01 A 06:00,176
CUSCO,2017,06:01 A 08:00,321
CUSCO,2017,08:01 A 10:00,374
CUSCO,2017,10:01 A 12:00,325
CUSCO,2017,12:01 A 14:00,330
CUSCO,2017,14:01 A 16:00,328
CUSCO,2017,16:01 A 18:00,308
CUSCO,2017,18:01 A 20:00,335
CUSCO,2017,20:01 A 22:00,283
CUSCO,2017,22:01 A 24:00,196
CUSCO,2018,00:01 A 02:00,199
CUSCO,2018,02:01 A 04:00,210
CUSCO,2018,04:01 A 06:00,233
CUSCO,2018,06:01 A 08:00,370
CUSCO,2018,08:01 A 10:00,406
CUSCO,2018,10:01 A 12:00,391
CUSCO,2018,12:01 A 14:00,344
CUSCO,2018,14:01 A 16:00,361
CUSCO,2018,16:01 A 18:00,360
CUSCO,2018,18:01 A 20:00,460
CUSCO,2018,20:01 A 22:00,417
CUSCO,2018,22:01 A 24:00,259
CUSCO,2019,00:01 A 02:00,151
CUSCO,2019,02:01 A 04:00,148
CUSCO,2019,04:01 A 06:00,203
CUSCO,2019,06:01 A 08:00,327
CUSCO,2019,08:01 A 10:00,423
CUSCO,2019,10:01 A 12:00,371
CUSCO,2019,12:01 A 14:00,363
CUSCO,2019,14:01 A 16:00,433
CUSCO,2019,16:01 A 18:00,490
CUSCO,2019,18:01 A 20:00,499
CUSCO,2019,20:01 A 22:00,384
CUSCO,2019,22:01 A 24:00,258
CUSCO,2020,00:01 A 02:00,65
CUSCO,2020,02:01 A 04:00,51
CUSCO,2020,04:01 A 06:00,116
CUSCO,2020,06:01 A 08:00,227
CUSCO,2020,08:01 A 10:00,242
CUSCO,2020,10:01 A 12:00,246
CUSCO,2020,12:01 A 14:00,207
CUSCO,2020,14:01 A 16:00,302
CUSCO,2020,16:01 A 18:00,282
CUSCO,2020,18:01 A 20:00,275
CUSCO,2020,20:01 A 22:00,206
CUSCO,2020,22:01 A 24:00,99
CUSCO,2021,00:01 A 02:00,76
CUSCO,2021,02:01 A 04:00,99
CUSCO,2021,04:01 A 06:00,145
CUSCO,2021,06:01 A 08:00,222
CUSCO,2021,08:01 A 10:00,319
CUSCO,2021,10:01 A 12:00,248
CUSCO,2021,12:01 A 14:00,336
CUSCO,2021,14:01 A 16:00,309
CUSCO,2021,16:01 A 18:00,243
CUSCO,2021,18:01 A 20:00,364
CUSCO,2021,20:01 A 22:00,236
CUSCO,2021,22:01 A 24:00,176
CUSCO,2022,00:01 A 02:00,167
CUSCO,2022,02:01 A 04:00,142
CUSCO,2022,04:01 A 06:00,195
CUSCO,2022,06:01 A 08:00,279
CUSCO,2022,08:01 A 10:00,345
CUSCO,2022,10:01 A 12:00,327
CUSCO,2022,12:01 A 14:00,322
CUSCO,2022,14:01 A 16:00,345
CUSCO,2022,16:01 A 18:00,463
CUSCO,2022,18:01 A 20:00,334
CUSCO,2022,20:01 A 22:00,304
CUSCO,2022,22:01 A 24:00,142
CUSCO,2023,00:01 A 02:00,90
CUSCO,2023,02:01 A 04:00,117
CUSCO,2023,04:01 A 06:00,172
CUSCO,2023,06:01 A 08:00,354
CUSCO,2023,08:01 A 10:00,328
CUSCO,2023,10:01 A 12:00,320
CUSCO,2023,12:01 A 14:00,353
CUSCO,2023,14:01 A 16:00,354
CUSCO,2023,16:01 A 18:00,331
CUSCO,2023,18:01 A 20:00,419
CUSCO,2023,20:01 A 22:00,282
CUSCO,2023,22:01 A 24:00,114
CUSCO,2024,00:01 A 02:00,114
CUSCO,2024,02:01 A 04:00,145
CUSCO,2024,04:01 A 06:00,204
CUSCO,2024,06:01 A 08:00,336
CUSCO,2024,08:01 A 10:00,419
CUSCO,2024,10:01 A 12:00,311
CUSCO,2024,12:01 A 14:00,388
CUSCO,2024,14:01 A 16:00,385
CUSCO,2024,16:01 A 18:00,393
CUSCO,2024,18:01 A 20:00,467
CUSCO,2024,20:01 A 22:00,286
CUSCO,2024,22:01 A 24:00,127
HUANCAVELICA,2008,08:00 A 14:00,15
HUANCAVELICA,2008,14:00 A 20:00,23
HUANCAVELICA,2008,20:00 A 02:00,13
HUANCAVELICA,2008,02:00 A 08:00,5
HUANCAVELICA,2009,08:00 A 14:00,13
HUANCAVELICA,2009,14:00 A 20:00,11
HUANCAVELICA,2009,20:00 A 02:00,15
HUANCAVELICA,2009,02:00 A 08:00,8
HUANCAVELICA,2010,08:00 A 14:00,19
HUANCAVELICA,2010,14:00 A 20:00,24
HUANCAVELICA,2010,20:00 A 02:00,16
HUANCAVELICA,2010,02:00 A 08:00,12
HUANCAVELICA,2011,08:00 A 14:00,4
HUANCAVELICA,2011,14:00 A 20:00,30
HUANCAVELICA,2011,20:00 A 02:00,15
HUANCAVELICA,2011,02:00 A 08:00,1
HUANCAVELICA,2012,08:00 A 14:00,48
HUANCAVELICA,2012,14:00 A 20:00,62
HUANCAVELICA,2012,20:00 A 02:00,42
HUANCAVELICA,2012,02:00 A 08:00,22
HUANCAVELICA,2013,08:00 A 14:00,21
HUANCAVELICA,2013,14:00 A 20:00,35
HUANCAVELICA,2013,20:00 A 02:00,9
HUANCAVELICA,2013,02:00 A 08:00,21
HUANCAVELICA,2014,08:00 A 14:00,44
HUANCAVELICA,2014,14:00 A 20:00,95
HUANCAVELICA,2014,20:00 A 02:00,42
HUANCAVELICA,2014,02:00 A 08:00,20
HUANCAVELICA,2015,00:01 A 02:00,6
HUANCAVELICA,2015,02:01 A 04:00,8
HUANCAVELICA,2015,04:01 A 06:00,16
HUANCAVELICA,2015,06:01 A 08:00,19
HUANCAVELICA,2015,08:01 A 10:00,25
HUANCAVELICA,2015,10:01 A 12:00,18
HUANCAVELICA,2015,12:01 A 14:00,20
HUANCAVELICA,2015,14:01 A 16:00,43
HUANCAVELICA,2015,16:01 A 18:00,30
HUANCAVELICA,2015,18:01 A 20:00,26
HUANCAVELICA,2015,20:01 A 22:00,28
HUANCAVELICA,2015,22:01 A 24:00,10
HUANCAVELICA,2016,00:01 A 02:00,1
HUANCAVELICA,2016,02:01 A 04:00,10
HUANCAVELICA,2016,04:01 A 06:00,26
HUANCAVELICA,2016,06:01 A 08:00,37
HUANCAVELICA,2016,08:01 A 10:00,21
HUANCAVELICA,2016,10:01 A 12:00,24
HUANCAVELICA,2016,12:01 A 14:00,22
HUANCAVELICA,2016,14:01 A 16:00,33
HUANCAVELICA,2016,16:01 A 18:00,38
HUANCAVELICA,2016,18:01 A 20:00,44
HUANCAVELICA,2016,20:01 A 22:00,27
HUANCAVELICA,2016,22:01 A 24:00,12
HUANCAVELICA,2017,00:01 A 02:00,5
HUANCAVELICA,2017,02:01 A 04:00,5
HUANCAVELICA,2017,04:01 A 06:00,10
HUANCAVELICA,2017,06:01 A 08:00,19
HUANCAVELICA,2017,08:01 A 10:00,14
HUANCAVELICA,2017,10:01 A 12:00,29
