codigo_siniestro,codigo_vehiculo,codigo_persona,fecha_siniestro,hora_siniestro,departamento,provincia,distrito,latitud,longitud,zona,clase_siniestro,causa_factor_principal,vehiculo,modalidad_transporte,estado_soat,tipo_persona,gravedad,edad,sexo
A-2021-01-35,V-2021-01-35-2,P-2021-01-35-2-1,2021-01-08,05:20,ICA,ICA,PUEBLO NUEVO,-14.11280351736792,-75.71768884490805,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MINIBUS,TRABAJADORES,NO REGISTRA,CONDUCTOR,ILESO,42.0,MASCULINO
A-2021-01-153,V-2021-01-153-1,P-2021-01-153-1-1,2021-01-08,20:00,PUNO,SAN ROMAN,JULIACA,-15.511687,-70.125365,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,TAXI,NO REGISTRA,CONDUCTOR,ILESO,34.0,MASCULINO
A-2021-01-153,V-2021-01-153-2,P-2021-01-153-2-1,2021-01-08,20:00,PUNO,SAN ROMAN,JULIACA,-15.511687,-70.125365,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,NO SE CONOCE,40.0,MASCULINO
A-2021-01-153,V-2021-01-153-2,P-2021-01-153-2-2,2021-01-08,20:00,PUNO,SAN ROMAN,JULIACA,-15.511687,-70.125365,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,PASAJERO,FALLECIDO,41.0,FEMENINO
A-2021-01-335,V-2021-01-335-1,P-2021-01-335-1-1,2021-01-09,06:20,AREQUIPA,CARAVELI,LOMAS,-15.296713,-74.915512,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,30.0,MASCULINO
A-2021-01-335,V-2021-01-335-1,P-2021-01-335-1-2,2021-01-09,06:20,AREQUIPA,CARAVELI,LOMAS,-15.296713,-74.915512,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,21.0,FEMENINO
A-2021-01-335,V-2021-01-335-2,P-2021-01-335-2-1,2021-01-09,06:20,AREQUIPA,CARAVELI,LOMAS,-15.296713,-74.915512,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,54.0,MASCULINO
A-2021-01-335,V-2021-01-335-2,P-2021-01-335-2-2,2021-01-09,06:20,AREQUIPA,CARAVELI,LOMAS,-15.296713,-74.915512,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA PICK UP,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,42.0,FEMENINO
A-2021-01-188,V-2021-01-188-1,P-2021-01-188-1-1,2021-01-09,08:00,CUSCO,CHUMBIVILCAS,COLQUEMARCA,-14.255447,-72.051308,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,26.0,MASCULINO
A-2021-01-188,V-2021-01-188-2,P-2021-01-188-2-1,2021-01-09,08:00,CUSCO,CHUMBIVILCAS,COLQUEMARCA,-14.255447,-72.051308,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,18.0,MASCULINO
A-2021-01-188,V-2021-01-188-2,P-2021-01-188-2-2,2021-01-09,08:00,CUSCO,CHUMBIVILCAS,COLQUEMARCA,-14.255447,-72.051308,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,MOTOCICLETA,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,11.0,MASCULINO
A-2021-01-264,V-2021-01-264-1,P-2021-01-264-1-1,2021-01-09,10:00,LIMA,LIMA,SAN JUAN DE LURIGANCHO,-11.980617,-77.012747,URBANA,DESPISTE,NEGLIGENCIA DEL CONDUCTOR,SEMIREMOLQUE,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,41.0,MASCULINO
A-2021-01-71,V-2021-01-71-1,P-2021-01-71-1-1,2021-01-09,15:30,LAMBAYEQUE,CHICLAYO,LA VICTORIA,-6.821616,-79.855199,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,23.0,MASCULINO
A-2021-01-49,V-2021-01-49-1,P-2021-01-49-1-1,2021-01-09,16:20,LIMA,BARRANCA,PATIVILCA,-10.658884060554785,-77.6526383087629,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,OTRO,VIGENTE,CONDUCTOR,FALLECIDO,20.0,MASCULINO
A-2021-01-49,V-2021-01-49-2,P-2021-01-49-2-1,2021-01-09,16:20,LIMA,BARRANCA,PATIVILCA,-10.658884060554785,-77.6526383087629,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,46.0,MASCULINO
A-2021-01-49,V-2021-01-49-2,P-2021-01-49-2-2,2021-01-09,16:20,LIMA,BARRANCA,PATIVILCA,-10.658884060554785,-77.6526383087629,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,54.0,FEMENINO
A-2021-01-49,V-2021-01-49-2,P-2021-01-49-2-3,2021-01-09,16:20,LIMA,BARRANCA,PATIVILCA,-10.658884060554785,-77.6526383087629,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,26.0,FEMENINO
A-2021-01-49,V-2021-01-49-2,P-2021-01-49-2-4,2021-01-09,16:20,LIMA,BARRANCA,PATIVILCA,-10.658884060554785,-77.6526383087629,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA RURAL,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,16.0,MASCULINO
A-2021-01-63,V-2021-01-63-1,P-2021-01-63-1-1,2021-01-09,19:50,ICA,ICA,SAN JOSE DE LOS MOLINOS,-13.963668753161592,-75.69515216658996,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,TAXI,NO REGISTRA,CONDUCTOR,FALLECIDO,27.0,MASCULINO
A-2021-01-63,V-2021-01-63-2,P-2021-01-63-2-1,2021-01-09,19:50,ICA,ICA,SAN JOSE DE LOS MOLINOS,-13.963668753161592,-75.69515216658996,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,TAXI,NO REGISTRA,CONDUCTOR,ILESO,48.0,MASCULINO
A-2021-01-109,V-2021-01-109-1,P-2021-01-109-1-1,2021-01-10,02:30,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.145723,-79.718245,URBANA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,43.0,MASCULINO
A-2021-01-109,V-2021-01-109-1,P-2021-01-109-1-2,2021-01-10,02:30,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.145723,-79.718245,URBANA,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,CARGA,VIGENTE,PEATÓN,FALLECIDO,51.0,MASCULINO
A-2021-01-51,V-2021-01-51-1,P-2021-01-51-1-2,2021-01-10,05:20,LIMA,HUAURA,VEGUETA,-11.030083804634163,-77.5926482784233,RURAL,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,PEATÓN,FALLECIDO,61.0,MASCULINO
A-2021-01-55,V-2021-01-55-1,P-2021-01-55-1-1,2021-01-10,05:40,SAN MARTIN,MOYOBAMBA,CALZADA,-6.039758,-77.060566,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,37.0,MASCULINO
A-2021-01-55,V-2021-01-55-2,P-2021-01-55-2-1,2021-01-10,05:40,SAN MARTIN,MOYOBAMBA,CALZADA,-6.039758,-77.060566,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,42.0,MASCULINO
A-2021-01-55,V-2021-01-55-2,P-2021-01-55-2-2,2021-01-10,05:40,SAN MARTIN,MOYOBAMBA,CALZADA,-6.039758,-77.060566,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,23.0,MASCULINO
A-2021-01-75,V-2021-01-75-1,P-2021-01-75-1-1,2021-01-10,12:15,LA LIBERTAD,ASCOPE,PAIJAN,-7.723725,-79.342576,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,CONDUCTOR,LESIONADO,64.0,MASCULINO
A-2021-01-75,V-2021-01-75-2,P-2021-01-75-2-1,2021-01-10,12:15,LA LIBERTAD,ASCOPE,PAIJAN,-7.723725,-79.342576,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,CONDUCTOR,FALLECIDO,23.0,MASCULINO
A-2021-01-75,V-2021-01-75-2,P-2021-01-75-2-2,2021-01-10,12:15,LA LIBERTAD,ASCOPE,PAIJAN,-7.723725,-79.342576,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,TRIMOTO PASAJERO,SERVICIO ESPECIAL DE PASAJEROS,NO REGISTRA,PASAJERO,LESIONADO,36.0,MASCULINO
A-2021-01-68,V-2021-01-68-1,P-2021-01-68-1-1,2021-01-10,14:30,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,-6.880811,-79.363869,RURAL,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,34.0,MASCULINO
A-2021-01-405,V-2021-01-405-1,P-2021-01-405-1-1,2021-01-10,20:30,HUANUCO,HUANUCO,AMARILIS,-9.913026,-76.23101,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,63.0,MASCULINO
A-2021-01-405,V-2021-01-405-2,P-2021-01-405-2-1,2021-01-10,20:30,HUANUCO,HUANUCO,AMARILIS,-9.913026,-76.23101,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,TRIMOTO PASAJERO,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,29.0,MASCULINO
A-2021-01-405,V-2021-01-405-3,P-2021-01-405-3-1,2021-01-10,20:30,HUANUCO,HUANUCO,AMARILIS,-9.913026,-76.23101,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PUBLICO URBANO,VIGENTE,CONDUCTOR,ILESO,36.0,MASCULINO
A-2021-01-54,V-2021-01-54-1,P-2021-01-54-1-1,2021-01-10,20:30,LIMA,HUARAL,CHANCAY,-11.605630713512038,-77.24177233479881,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,23.0,MASCULINO
A-2021-01-54,V-2021-01-54-1,P-2021-01-54-1-2,2021-01-10,20:30,LIMA,HUARAL,CHANCAY,-11.605630713512038,-77.24177233479881,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,PARTICULAR,VIGENTE,PASAJERO,LESIONADO,26.0,MASCULINO
A-2021-01-54,V-2021-01-54-2,P-2021-01-54-2-1,2021-01-10,20:30,LIMA,HUARAL,CHANCAY,-11.605630713512038,-77.24177233479881,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,68.0,MASCULINO
A-2021-01-72,V-2021-01-72-1,P-2021-01-72-1-1,2021-01-11,01:00,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.637867,-79.950015,RURAL,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,23.0,MASCULINO
A-2021-01-72,V-2021-01-72-1,P-2021-01-72-1-2,2021-01-11,01:00,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,-6.637867,-79.950015,RURAL,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,22.0,MASCULINO
A-2021-01-60,V-2021-01-60-1,P-2021-01-60-1-1,2021-01-11,06:46,TACNA,TARATA,TARATA,-17.4667790645833,-70.0345603030153,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,TAXI,VIGENTE,CONDUCTOR,FALLECIDO,37.0,MASCULINO
A-2021-01-60,V-2021-01-60-1,P-2021-01-60-1-2,2021-01-11,06:46,TACNA,TARATA,TARATA,-17.4667790645833,-70.0345603030153,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,TAXI,VIGENTE,PASAJERO,LESIONADO,54.0,FEMENINO
A-2021-01-60,V-2021-01-60-1,P-2021-01-60-1-3,2021-01-11,06:46,TACNA,TARATA,TARATA,-17.4667790645833,-70.0345603030153,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,TAXI,VIGENTE,PASAJERO,LESIONADO,36.0,FEMENINO
A-2021-01-297,V-2021-01-297-1,P-2021-01-297-1-1,2021-01-11,07:00,CUSCO,ESPINAR,OCORURO,-14.9720021054264,-71.1823097310146,RURAL,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,65.0,FEMENINO
A-2021-01-297,V-2021-01-297-1,P-2021-01-297-1-2,2021-01-11,07:00,CUSCO,ESPINAR,OCORURO,-14.9720021054264,-71.1823097310146,RURAL,ATROPELLO,EN PROCESO DE INVESTIGACIÓN,CAMIONETA PICK UP,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,,MASCULINO
A-2021-01-78,V-2021-01-78-1,P-2021-01-78-1-1,2021-01-11,07:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.743064,-79.08115,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,CARGA,VIGENTE,CONDUCTOR,FALLECIDO,45.0,MASCULINO
A-2021-01-78,V-2021-01-78-1,P-2021-01-78-1-2,2021-01-11,07:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.743064,-79.08115,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,CARGA,VIGENTE,PASAJERO,LESIONADO,42.0,FEMENINO
A-2021-01-78,V-2021-01-78-1,P-2021-01-78-1-3,2021-01-11,07:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.743064,-79.08115,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,CARGA,VIGENTE,PASAJERO,LESIONADO,,FEMENINO
A-2021-01-78,V-2021-01-78-1,P-2021-01-78-1-4,2021-01-11,07:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.743064,-79.08115,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,CARGA,VIGENTE,PASAJERO,LESIONADO,,MASCULINO
A-2021-01-78,V-2021-01-78-1,P-2021-01-78-1-5,2021-01-11,07:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.743064,-79.08115,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,CARGA,VIGENTE,PASAJERO,LESIONADO,,MASCULINO
A-2021-01-78,V-2021-01-78-2,P-2021-01-78-2-1,2021-01-11,07:30,LA LIBERTAD,ASCOPE,CHICAMA,-7.743064,-79.08115,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,CARGA,VIGENTE,CONDUCTOR,ILESO,46.0,MASCULINO
A-2021-01-265,V-2021-01-265-1,P-2021-01-265-1-1,2021-01-11,09:20,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,-12.1622,-76.943612,URBANA,DESPISTE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA RURAL,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,64.0,MASCULINO
A-2021-01-108,V-2021-01-108-1,P-2021-01-108-1-1,2021-01-11,10:00,ICA,NASCA,MARCONA,-15.379907203177597,-75.13640471810838,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,50.0,MASCULINO
A-2021-01-108,V-2021-01-108-2,P-2021-01-108-2-1,2021-01-11,10:00,ICA,NASCA,MARCONA,-15.379907203177597,-75.13640471810838,RURAL,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,29.0,MASCULINO
A-2021-01-140,V-2021-01-140-1,P-2021-01-140-1-1,2021-01-11,10:25,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.192137,-70.918786,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,STATION WAGON,PARTICULAR,VIGENTE,CONDUCTOR,LESIONADO,47.0,MASCULINO
A-2021-01-140,V-2021-01-140-2,P-2021-01-140-2-1,2021-01-11,10:25,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.192137,-70.918786,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,20.0,MASCULINO
A-2021-01-232,V-2021-01-232-1,P-2021-01-232-1-1,2021-01-11,13:45,PUNO,SAN ROMAN,CABANA,-15.617333238431144,-70.32051956332245,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,LESIONADO,26.0,MASCULINO
A-2021-01-232,V-2021-01-232-1,P-2021-01-232-1-2,2021-01-11,13:45,PUNO,SAN ROMAN,CABANA,-15.617333238431144,-70.32051956332245,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,PASAJERO,FALLECIDO,15.0,FEMENINO
A-2021-01-216,V-2021-01-216-1,P-2021-01-216-1-1,2021-01-11,20:00,LA LIBERTAD,PATAZ,PATAZ,-7.692107,-77.663357,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,CARGA,VENCIDO,CONDUCTOR,FALLECIDO,28.0,MASCULINO
A-2021-01-122,V-2021-01-122-1,P-2021-01-122-1-1,2021-01-12,11:10,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.152203,-79.710059,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,BICICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,70.0,MASCULINO
A-2021-01-122,V-2021-01-122-2,P-2021-01-122-2-1,2021-01-12,11:10,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.152203,-79.710059,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIÓN,CARGA,NO REGISTRA,CONDUCTOR,ILESO,43.0,MASCULINO
A-2021-01-122,V-2021-01-122-3,P-2021-01-122-3-1,2021-01-12,11:10,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,-6.152203,-79.710059,URBANA,CHOQUE,EN PROCESO DE INVESTIGACIÓN,TRIMOTO PASAJERO,PUBLICO URBANO,NO REGISTRA,CONDUCTOR,LESIONADO,20.0,MASCULINO
A-2021-01-119,V-2021-01-119-1,P-2021-01-119-1-1,2021-01-12,12:00,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,-16.144516,-70.5461854,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,47.0,MASCULINO
A-2021-01-74,V-2021-01-74-1,P-2021-01-74-1-1,2021-01-12,19:39,LIMA,HUAURA,HUACHO,-11.18428545214436,-77.57624035482478,RURAL,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,39.0,MASCULINO
A-2021-01-74,V-2021-01-74-1,P-2021-01-74-1-2,2021-01-12,19:39,LIMA,HUAURA,HUACHO,-11.18428545214436,-77.57624035482478,RURAL,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,53.0,FEMENINO
A-2021-01-74,V-2021-01-74-2,P-2021-01-74-2-1,2021-01-12,19:39,LIMA,HUAURA,HUACHO,-11.18428545214436,-77.57624035482478,RURAL,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,34.0,MASCULINO
A-2021-01-74,V-2021-01-74-3,P-2021-01-74-3-1,2021-01-12,19:39,LIMA,HUAURA,HUACHO,-11.18428545214436,-77.57624035482478,RURAL,CHOQUE,NEGLIGENCIA DEL CONDUCTOR,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,36.0,MASCULINO
A-2021-01-82,V-2021-01-82-1,P-2021-01-82-1-1,2021-01-13,03:10,LA LIBERTAD,ASCOPE,CHICAMA,-7.879217,-79.130121,RURAL,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,CONDUCTOR FUGADO,NO SE CONOCE,,NO INDICA
A-2021-01-82,V-2021-01-82-1,P-2021-01-82-1-2,2021-01-13,03:10,LA LIBERTAD,ASCOPE,CHICAMA,-7.879217,-79.130121,RURAL,ATROPELLO FUGA,EN PROCESO DE INVESTIGACIÓN,VEHICULO NO IDENTIFICADO,,,PEATÓN,FALLECIDO,,MASCULINO
A-2021-01-70,V-2021-01-70-1,P-2021-01-70-1-1,2021-01-13,05:16,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,-11.9379866,-75.3100902,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,ILESO,41.0,MASCULINO
A-2021-01-70,V-2021-01-70-1,P-2021-01-70-1-2,2021-01-13,05:16,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,-11.9379866,-75.3100902,URBANA,ATROPELLO,IMPRUDENCIA DEL PEATÓN,CAMIONETA PICK UP,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,41.0,MASCULINO
A-2021-01-236,V-2021-01-236-1,P-2021-01-236-1-1,2021-01-13,10:30,PUNO,SANDIA,PATAMBUCO,-14.362895,-69.605853,RURAL,DESPISTE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,25.0,MASCULINO
A-2021-01-148,V-2021-01-148-1,P-2021-01-148-1-1,2021-01-13,19:30,PASCO,PASCO,NINACACA,-10.8866919,-76.0892939,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,STATION WAGON,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,CONDUCTOR,LESIONADO,53.0,MASCULINO
A-2021-01-148,V-2021-01-148-1,P-2021-01-148-1-2,2021-01-13,19:30,PASCO,PASCO,NINACACA,-10.8866919,-76.0892939,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,STATION WAGON,SERVICIO ESPECIAL DE PASAJEROS,VIGENTE,PEATÓN,FALLECIDO,52.0,FEMENINO
A-2021-01-148,V-2021-01-148-2,P-2021-01-148-2-1,2021-01-13,19:30,PASCO,PASCO,NINACACA,-10.8866919,-76.0892939,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA PICK UP,OTRO,VIGENTE,CONDUCTOR,ILESO,39.0,MASCULINO
A-2021-01-148,V-2021-01-148-3,P-2021-01-148-3-1,2021-01-13,19:30,PASCO,PASCO,NINACACA,-10.8866919,-76.0892939,RURAL,CHOQUE,EN PROCESO DE INVESTIGACIÓN,CAMIONETA PICK UP,OTRO,VIGENTE,CONDUCTOR,ILESO,33.0,MASCULINO
A-2021-01-114,V-2021-01-114-1,P-2021-01-114-1-1,2021-01-14,00:10,SAN MARTIN,RIOJA,POSIC,-5.986513,-77.189591,RURAL,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,NO REGISTRA,CONDUCTOR,FALLECIDO,24.0,MASCULINO
A-2021-01-337,V-2021-01-337-1,P-2021-01-337-1-1,2021-01-14,00:40,AREQUIPA,CAYLLOMA,MAJES,-16.500643,-72.4077,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,34.0,MASCULINO
A-2021-01-337,V-2021-01-337-1,P-2021-01-337-1-2,2021-01-14,00:40,AREQUIPA,CAYLLOMA,MAJES,-16.500643,-72.4077,RURAL,DESPISTE,EN PROCESO DE INVESTIGACIÓN,AUTOMÓVIL,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,55.0,MASCULINO
A-2021-01-267,V-2021-01-267-1,P-2021-01-267-1-1,2021-01-14,01:10,LIMA,LIMA,LURIN,-12.252695,-76.898016,URBANA,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,32.0,MASCULINO
A-2021-01-267,V-2021-01-267-1,P-2021-01-267-1-2,2021-01-14,01:10,LIMA,LIMA,LURIN,-12.252695,-76.898016,URBANA,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,PASAJERO,FALLECIDO,22.0,MASCULINO
A-2021-01-267,V-2021-01-267-2,P-2021-01-267-2-1,2021-01-14,01:10,LIMA,LIMA,LURIN,-12.252695,-76.898016,URBANA,VOLCADURA,IMPRUDENCIA DEL CONDUCTOR,CAMIÓN,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,35.0,MASCULINO
A-2021-01-266,V-2021-01-266-1,P-2021-01-266-1-1,2021-01-14,06:00,LIMA,LIMA,SANTA ANITA,-12.0436,-76.971412,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,VIGENTE,CONDUCTOR,NO SE CONOCE,35.0,MASCULINO
A-2021-01-266,V-2021-01-266-1,P-2021-01-266-1-2,2021-01-14,06:00,LIMA,LIMA,SANTA ANITA,-12.0436,-76.971412,URBANA,ATROPELLO,IMPRUDENCIA DEL CONDUCTOR,CAMIONETA PICK UP,PARTICULAR,VIGENTE,PEATÓN,FALLECIDO,60.0,MASCULINO
A-2021-01-380,V-2021-01-380-1,P-2021-01-380-1-1,2021-01-14,13:30,AREQUIPA,CAYLLOMA,MAJES,-16.354465086246055,-72.18903239920719,URBANA,CHOQUE,IMPRUDENCIA DEL CONDUCTOR,MOTOCICLETA,PARTICULAR,VIGENTE,CONDUCTOR,FALLECIDO,39.0,MASCULINO
